SampleID	date	genus	species	alternativeID	comments	coord_N	coord_W	site.country	site.district	site.local
18917	2005-03-25	Hypoplectrus	puella	NA	NA	9.29833333333333	-82.2894444444444	Panama	Bocas	Punta Juan (Cristobal)
